rep	classifier	thisgene	distance	adm_time	adm_amount	sel_time	m2_s	m2freq_p1	m2freq_p3	start	end	num_alleles	meanp1	Dstat	fD	Het	divratioavg	Q_10_100_q95	Q_10_100_q90	Q_10_100_max	Q_1_100_q95	Q_1_100_q90	Q_1_100_max	U_10_0_100	U_10_20_100	U_10_50_100	U_10_80_100	U_1_0_100	U_1_20_100	U_1_50_100	U_1_80_100	p1_S	p2_S	p3_S	thetaW1	thetaW2	thetaW3	thetapi1	thetapi2	thetapi3	thetaH1	thetaH2	thetaH3	p1_H1	p1_H2	p1_H12	p1_H2H1	p2_H1	p2_H2	p2_H12	p2_H2H1	p3_H1	p3_H2	p3_H12	p3_H2H1	Zns1	Zns2	Zns3	
0	0	seg1	2618689.5	8730	0.02	48	0.0563668	1.0	0.79	100001	150000	27	0.1299482148886286	nan	0.0	1.599131982639653e-05	0.389586513994911	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	18	9	0.0	3.064856997860278	1.532428498930139	0.0	1.4885427135678393	0.8035678391959801	0.0	0.22	0.11100502512562814	1	0	1	0	0.17225000000000001	0.053225000000000036	0.2792	0.3089985486211903	0.4694	0.02717499999999995	0.62235	0.05789305496378345	Nan	0.019629074539237724	0.019783252831444928	
0	0	seg1	2608689.5	8730	0.02	48	0.0563668	1.0	0.79	110001	160000	30	0.1299482148886286	1.0	0.021076834642651848	1.7692353847076944e-05	1.0214241666666874	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	2	17	12	1.090909090909091	2.8945871646458183	2.043237998573519	1.0	1.2558793969849247	0.8890452261306534	1.6666666666666667	0.19135678391959798	0.11597989949748744	0.625	0.0625	1.0	0.1	0.2352	0.04597499999999999	0.37005	0.19547193877551017	0.43184999999999996	0.028624999999999956	0.5779	0.0662845895565589	1.0	0.029233917794965248	0.014317180979025622	
0	0	seg1	2598689.5	8730	0.02	48	0.0563668	1.0	0.79	120001	170000	31	0.1299482148886286	1.0	0.019629537099825116	1.3468269365387308e-05	0.9438883333332889	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	3	18	11	1.6363636363636365	3.064856997860278	1.872968165359059	1.5	1.3153768844221105	0.6767839195979901	1.8333333333333333	0.1921608040201005	0.08703517587939698	0.375	0.125	0.625	0.3333333333333333	0.27649999999999997	0.05559999999999998	0.4739	0.20108499095840865	0.44449999999999995	0.04127499999999995	0.6604	0.09285714285714276	0.40740740740740744	0.03797933815086937	0.005042894333145212	
0	0	seg1	2588689.5	8730	0.02	48	0.0563668	1.0	0.79	130001	180000	36	0.1299482148886286	1.0	0.020151687245813944	2.3756475129502593e-05	0.9516931249999183	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	3	21	14	1.6363636363636365	3.5756664975036583	2.3837776650024387	1.5	1.8525628140703516	1.1937688442211056	1.8333333333333333	0.4991959798994975	0.1328643216080402	0.375	0.125	0.625	0.3333333333333333	0.16870000000000004	0.059800000000000034	0.29080000000000006	0.3544754001185538	0.33665	0.03414999999999996	0.47965	0.1014406653794741	0.40740740740740744	0.016812049567055367	0.03343984103529383	
0	0	seg1	2578689.5	8730	0.02	48	0.0563668	1.0	0.79	140001	190000	37	0.1299482148886286	1.0	0.01608422283959643	4.264885297705953e-05	1.2652985416660487	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	3	20	18	1.6363636363636365	3.4053966642891984	3.064856997860278	1.5	2.128090452261306	2.1431155778894473	1.8333333333333333	0.6156281407035176	0.751356783919598	0.375	0.125	0.625	0.3333333333333333	0.16100000000000003	0.08260000000000002	0.2926	0.5130434782608696	0.2291499999999999	0.04852499999999993	0.3353999999999999	0.21176085533493322	0.40740740740740744	0.02264204430795082	0.045102351302141075	
0	0	seg1	2568689.5	8730	0.02	48	0.0563668	1.0	0.79	150001	200000	38	0.1299482148886286	1.0	0.013200211203379254	4.2824856497129935e-05	1.4337731250000052	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	3	23	16	1.6363636363636365	3.916206163932578	2.7243173314313585	1.5	2.0039195979899493	2.1519597989949744	1.8333333333333333	0.508643216080402	1.224924623115578	0.375	0.125	0.625	0.3333333333333333	0.2018	0.07930000000000002	0.3873	0.3929633300297325	0.23084999999999992	0.050224999999999936	0.3455999999999999	0.21756551873510918	0.40740740740740744	0.020371777260421452	0.04409180829408546	
0	0	seg1	2558689.5	8730	0.02	48	0.0563668	1.0	0.79	160001	210000	32	0.1299482148886286	nan	0.0	4.014880297605952e-05	1.30475965996904	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	22	12	0.5454545454545455	3.745936330718118	2.043237998573519	0.5	1.954723618090452	2.0174874371859297	0.16666666666666666	0.5075879396984925	1.2186934673366834	0.625	0.0625	1.0	0.1	0.21009999999999998	0.076875	0.39625	0.36589719181342223	0.24444999999999992	0.06382499999999994	0.38469999999999993	0.2610963387195744	Nan	0.02810858822412532	0.06467402825481157	
0	0	seg1	2548689.5	8730	0.02	48	0.0563668	1.0	0.79	170001	220000	27	0.1299482148886286	nan	0.0	3.72687453749075e-05	1.2486206896551995	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	18	12	0.0	3.064856997860278	2.043237998573519	0.0	1.6271356783919595	1.8727638190954772	0.0	0.4834170854271357	1.2026130653266331	1	0	1	0	0.22774999999999995	0.09452499999999997	0.4285	0.41503841931942914	0.31994999999999996	0.05472499999999997	0.4899	0.1710423503672448	Nan	0.031566058169158556	0.0641698860351997	
0	0	seg1	2538689.5	8730	0.02	48	0.0563668	1.0	0.79	180001	230000	19	0.1299482148886286	nan	0.0	2.9858597171943437e-05	1.3779568200161725	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	12	8	0.5454545454545455	2.043237998573519	1.3621586657156792	0.5	1.0107537688442212	1.500402010050251	0.16666666666666666	0.17517587939698492	1.172964824120603	0.625	0.0625	1.0	0.1	0.44055000000000005	0.02452500000000002	0.6082500000000001	0.05566905005107256	0.34175	0.07652500000000001	0.5632	0.22392099487929776	Nan	0.03749724606129879	0.06467368252262602	
0	0	seg1	2528689.5	8730	0.02	48	0.0563668	1.0	0.79	190001	240000	15	0.1299482148886286	nan	0.0	1.0570211404228084e-05	0.9838232468779957	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	11	3	0.5454545454545455	1.872968165359059	0.5108094996433797	0.5	0.5338693467336684	0.5311557788944723	0.16666666666666666	0.04904522613065326	0.5542713567839196	0.625	0.0625	1.0	0.1	0.5888	0.018774999999999986	0.7851	0.0318868885869565	0.48735	0.211725	0.97035	0.4344413665743306	Nan	0.02928942917402871	0.005589706462491441	
0	0	seg1	2518689.5	8730	0.02	48	0.0563668	1.0	0.79	200001	250000	14	0.1299482148886286	nan	0.0	5.950119002380048e-07	0.5265029325513132	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	10	2	0.5454545454545455	1.7026983321445992	0.3405396664289198	0.5	0.5303517587939699	0.02989949748743719	0.16666666666666666	0.03246231155778895	0.0002512562814070352	0.625	0.0625	1.0	0.1	0.5957500000000001	0.010525000000000118	0.7181500000000001	0.017666806546370317	0.97035	0.00012500000000004174	0.9900500000000001	0.00012881949811927834	Nan	0.011357778412870225	5.0758844728693974e-05	
0	0	seg1	2508689.5	8730	0.02	48	0.0563668	1.0	0.79	210001	260000	14	0.1299482148886286	nan	0.0	9.89019780395608e-07	0.5667177914110387	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	1	9	3	0.5454545454545455	1.532428498930139	0.5108094996433797	0.5	0.4810552763819095	0.04969849246231156	0.16666666666666666	0.03150753768844221	0.0005527638190954774	0.625	0.0625	1.0	0.1	0.6341500000000003	0.010050000000000225	0.7605500000000003	0.015847985492391737	0.9509000000000001	0.00027500000000013625	0.9801500000000001	0.00028919970554226125	Nan	0.014002562405263973	5.9433799698524074e-05	
